date,dam,level_m,capacity_m3,api_date,level_raw,capacity_raw
2025-03-30,Osento,446.2,4800000,30/03/2025,"446,20",4.800.000
2025-03-31,Capaccio,138.56,1410000,31/03/2025,"138,56",1.410.000
2025-03-31,Capacciotti,180.0,21757200,31/03/2025,"180,00",21.757.200
2025-03-31,Occhito,178.27,64081860,31/03/2025,"178,27",64.081.860
2025-03-31,Osento,446.6,5022000,31/03/2025,"446,60",5.022.000
2025-04-01,Capaccio,138.79,1640000,01/04/2025,"138,79",1.640.000
2025-04-01,Capacciotti,180.2,22139100,01/04/2025,"180,20",22.139.100
2025-04-01,Occhito,178.62,66888160,01/04/2025,"178,62",66.888.160
2025-04-01,Osento,446.7,5094000,01/04/2025,"446,70",5.094.000
2025-04-02,Capaccio,139.15,2022500,02/04/2025,"139,15",2.022.500
2025-04-02,Capacciotti,180.45,22615600,02/04/2025,"180,45",22.615.600
2025-04-02,Occhito,179.18,71378240,02/04/2025,"179,18",71.378.240
2025-04-02,Osento,447.5,5650000,02/04/2025,"447,50",5.650.000
2025-04-03,Capaccio,139.32,2218000,03/04/2025,"139,32",2.218.000
2025-04-03,Capacciotti,180.7,23092100,03/04/2025,"180,70",23.092.100
2025-04-03,Occhito,179.4,73142200,03/04/2025,"179,40",73.142.200
2025-04-03,Osento,448.3,6000000,03/04/2025,"448,30",6.000.000
2025-04-04,Capaccio,139.41,2321500,04/04/2025,"139,41",2.321.500
2025-04-04,Capacciotti,180.9,23473300,04/04/2025,"180,90",23.473.300
2025-04-04,Occhito,179.52,74104360,04/04/2025,"179,52",74.104.360
2025-04-04,Osento,448.5,6080000,04/04/2025,"448,50",6.080.000
2025-04-05,Capaccio,139.47,2390500,05/04/2025,"139,47",2.390.500
2025-04-05,Capacciotti,181.15,23948900,05/04/2025,"181,15",23.948.900
2025-04-05,Occhito,179.6,74745800,05/04/2025,"179,60",74.745.800
2025-04-05,Osento,448.6,6146000,05/04/2025,"448,60",6.146.000
2025-04-06,Capaccio,139.53,2459500,06/04/2025,"139,53",2.459.500
2025-04-06,Capacciotti,181.35,24330100,06/04/2025,"181,35",24.330.100
2025-04-06,Occhito,179.65,75146700,06/04/2025,"179,65",75.146.700
2025-04-06,Osento,448.7,6212000,06/04/2025,"448,70",6.212.000
2025-04-07,Capaccio,139.58,2517000,07/04/2025,"139,58",2.517.000
2025-04-07,Capacciotti,181.5,24616000,07/04/2025,"181,50",24.616.000
2025-04-07,Occhito,179.68,75387240,07/04/2025,"179,68",75.387.240
2025-04-07,Osento,448.9,6344000,07/04/2025,"448,90",6.344.000
2025-04-08,Capaccio,139.64,2586000,08/04/2025,"139,64",2.586.000
2025-04-08,Capacciotti,181.7,24997200,08/04/2025,"181,70",24.997.200
2025-04-08,Occhito,179.72,75707960,08/04/2025,"179,72",75.707.960
2025-04-08,Osento,448.9,6344000,08/04/2025,"448,90",6.344.000
2025-04-09,Capaccio,139.67,2620500,09/04/2025,"139,67",2.620.500
2025-04-09,Capacciotti,181.85,25283100,09/04/2025,"181,85",25.283.100
2025-04-09,Occhito,179.75,75948500,09/04/2025,"179,75",75.948.500
2025-04-09,Osento,448.9,6344000,09/04/2025,"448,90",6.344.000
2025-04-10,Capaccio,139.69,2643500,10/04/2025,"139,69",2.643.500
2025-04-10,Capacciotti,181.95,25473700,10/04/2025,"181,95",25.473.700
2025-04-10,Occhito,179.77,76108860,10/04/2025,"179,77",76.108.860
2025-04-10,Osento,448.9,6344000,10/04/2025,"448,90",6.344.000
2025-04-11,Capaccio,139.72,2678000,11/04/2025,"139,72",2.678.000
2025-04-11,Capacciotti,182.05,25672600,11/04/2025,"182,05",25.672.600
2025-04-11,Occhito,179.79,76269220,11/04/2025,"179,79",76.269.220
2025-04-11,Osento,448.9,6344000,11/04/2025,"448,90",6.344.000
2025-04-12,Capaccio,139.74,2701000,12/04/2025,"139,74",2.701.000
2025-04-12,Capacciotti,182.1,25777000,12/04/2025,"182,10",25.777.000
2025-04-12,Occhito,179.8,76349400,12/04/2025,"179,80",76.349.400
2025-04-12,Osento,448.9,6344000,12/04/2025,"448,90",6.344.000
2025-04-13,Capaccio,139.75,2712500,13/04/2025,"139,75",2.712.500
2025-04-13,Capacciotti,182.1,25777000,13/04/2025,"182,10",25.777.000
2025-04-13,Occhito,179.81,76429580,13/04/2025,"179,81",76.429.580
2025-04-13,Osento,448.9,6344000,13/04/2025,"448,90",6.344.000
2025-04-14,Capaccio,139.77,2735500,14/04/2025,"139,77",2.735.500
2025-04-14,Capacciotti,182.1,25777000,14/04/2025,"182,10",25.777.000
2025-04-14,Occhito,179.81,76429580,14/04/2025,"179,81",76.429.580
2025-04-14,Osento,448.9,6344000,14/04/2025,"448,90",6.344.000
2025-04-15,Capaccio,139.78,2747000,15/04/2025,"139,78",2.747.000
2025-04-15,Capacciotti,182.2,25985800,15/04/2025,"182,20",25.985.800
2025-04-15,Occhito,179.82,76509760,15/04/2025,"179,82",76.509.760
2025-04-15,Osento,448.95,6377000,15/04/2025,"448,95",6.377.000
2025-04-16,Capaccio,139.79,2758500,16/04/2025,"139,79",2.758.500
2025-04-16,Capacciotti,182.25,26090200,16/04/2025,"182,25",26.090.200
2025-04-16,Occhito,179.84,76670120,16/04/2025,"179,84",76.670.120
2025-04-16,Osento,448.95,6377000,16/04/2025,"448,95",6.377.000
2025-04-17,Capaccio,139.8,2770000,17/04/2025,"139,80",2.770.000
2025-04-17,Capacciotti,182.3,26194600,17/04/2025,"182,30",26.194.600
2025-04-17,Occhito,179.84,76670120,17/04/2025,"179,84",76.670.120
2025-04-17,Osento,449.2,6506000,17/04/2025,"449,20",6.506.000
2025-04-18,Capaccio,139.82,2793000,18/04/2025,"139,82",2.793.000
2025-04-18,Capacciotti,182.35,26299000,18/04/2025,"182,35",26.299.000
2025-04-18,Occhito,179.85,76750300,18/04/2025,"179,85",76.750.300
2025-04-18,Osento,449.25,6530000,18/04/2025,"449,25",6.530.000
2025-04-19,Capaccio,139.82,2793000,19/04/2025,"139,82",2.793.000
2025-04-19,Capacciotti,182.35,26299000,19/04/2025,"182,35",26.299.000
2025-04-19,Occhito,179.86,76830480,19/04/2025,"179,86",76.830.480
2025-04-19,Osento,449.25,6530000,19/04/2025,"449,25",6.530.000
2025-04-20,Capaccio,139.83,2804500,20/04/2025,"139,83",2.804.500
2025-04-20,Capacciotti,182.4,26403400,20/04/2025,"182,40",26.403.400
2025-04-20,Occhito,179.87,76910660,20/04/2025,"179,87",76.910.660
2025-04-20,Osento,449.25,6530000,20/04/2025,"449,25",6.530.000
2025-04-21,Capaccio,139.83,2804500,21/04/2025,"139,83",2.804.500
2025-04-21,Capacciotti,182.45,26507800,21/04/2025,"182,45",26.507.800
2025-04-21,Occhito,179.87,76910660,21/04/2025,"179,87",76.910.660
2025-04-21,Osento,449.25,6530000,21/04/2025,"449,25",6.530.000
2025-04-22,Capaccio,139.83,2804500,22/04/2025,"139,83",2.804.500
2025-04-22,Capacciotti,182.45,26507800,22/04/2025,"182,45",26.507.800
2025-04-22,Occhito,179.86,76830480,22/04/2025,"179,86",76.830.480
2025-04-22,Osento,449.25,6530000,22/04/2025,"449,25",6.530.000
2025-04-23,Capaccio,139.82,2793000,23/04/2025,"139,82",2.793.000
2025-04-23,Capacciotti,182.45,26507800,23/04/2025,"182,45",26.507.800
2025-04-23,Occhito,179.86,76830480,23/04/2025,"179,86",76.830.480
2025-04-23,Osento,449.25,6530000,23/04/2025,"449,25",6.530.000
2025-04-24,Capaccio,139.82,2793000,24/04/2025,"139,82",2.793.000
2025-04-24,Capacciotti,182.5,26612200,24/04/2025,"182,50",26.612.200
2025-04-24,Occhito,179.86,76830480,24/04/2025,"179,86",76.830.480
2025-04-24,Osento,449.25,6530000,24/04/2025,"449,25",6.530.000
2025-04-25,Capaccio,139.83,2804500,25/04/2025,"139,83",2.804.500
2025-04-25,Capacciotti,182.5,26612200,25/04/2025,"182,50",26.612.200
2025-04-25,Occhito,179.86,76830480,24/04/2025,"179,86",76.830.480
2025-04-25,Osento,449.25,6530000,25/04/2025,"449,25",6.530.000
2025-04-26,Capaccio,139.83,2804500,26/04/2025,"139,83",2.804.500
2025-04-26,Capacciotti,182.5,26612200,26/04/2025,"182,50",26.612.200
2025-04-26,Occhito,179.88,76990840,26/04/2025,"179,88",76.990.840
2025-04-26,Osento,449.25,6530000,26/04/2025,"449,25",6.530.000
2025-04-27,Capaccio,139.83,2804500,27/04/2025,"139,83",2.804.500
2025-04-27,Capacciotti,182.5,26612200,27/04/2025,"182,50",26.612.200
2025-04-27,Occhito,179.88,76990840,27/04/2025,"179,88",76.990.840
2025-04-27,Osento,449.4,6602000,27/04/2025,"449,40",6.602.000
2025-04-28,Capaccio,139.83,2804500,28/04/2025,"139,83",2.804.500
2025-04-28,Capacciotti,182.55,26716600,28/04/2025,"182,55",26.716.600
2025-04-28,Occhito,179.87,76910660,28/04/2025,"179,87",76.910.660
2025-04-28,Osento,449.4,6602000,28/04/2025,"449,40",6.602.000
2025-04-29,Capaccio,139.84,2816000,29/04/2025,"139,84",2.816.000
2025-04-29,Capacciotti,182.55,26716600,29/04/2025,"182,55",26.716.600
2025-04-29,Occhito,179.88,76990840,29/04/2025,"179,88",76.990.840
2025-04-29,Osento,449.4,6602000,29/04/2025,"449,40",6.602.000
2025-04-30,Capaccio,139.84,2816000,30/04/2025,"139,84",2.816.000
2025-04-30,Capacciotti,182.6,26821000,30/04/2025,"182,60",26.821.000
2025-04-30,Occhito,179.88,76990840,30/04/2025,"179,88",76.990.840
2025-04-30,Osento,449.45,6626000,30/04/2025,"449,45",6.626.000
2025-05-01,Capaccio,139.84,2816000,30/04/2025,"139,84",2.816.000
2025-05-01,Capacciotti,182.6,26821000,30/04/2025,"182,60",26.821.000
2025-05-01,Occhito,179.88,76990840,01/05/2025,"179,88",76.990.840
2025-05-01,Osento,449.45,6626000,30/04/2025,"449,45",6.626.000
2025-05-02,Capaccio,139.84,2816000,30/04/2025,"139,84",2.816.000
2025-05-02,Capacciotti,182.6,26821000,02/05/2025,"182,60",26.821.000
2025-05-02,Occhito,179.87,76910660,02/05/2025,"179,87",76.910.660
2025-05-02,Osento,449.45,6626000,02/05/2025,"449,45",6.626.000
2025-05-03,Capaccio,139.83,2804500,03/05/2025,"139,83",2.804.500
2025-05-03,Capacciotti,182.6,26821000,03/05/2025,"182,60",26.821.000
2025-05-03,Occhito,179.85,76750300,03/05/2025,"179,85",76.750.300
2025-05-03,Osento,449.45,6626000,03/05/2025,"449,45",6.626.000
2025-05-04,Capaccio,139.83,2804500,04/05/2025,"139,83",2.804.500
2025-05-04,Capacciotti,182.6,26821000,04/05/2025,"182,60",26.821.000
2025-05-04,Occhito,179.83,76589940,04/05/2025,"179,83",76.589.940
2025-05-04,Osento,449.45,6626000,04/05/2025,"449,45",6.626.000
2025-05-05,Capaccio,139.83,2804500,05/05/2025,"139,83",2.804.500
2025-05-05,Capacciotti,182.6,26821000,05/05/2025,"182,60",26.821.000
2025-05-05,Occhito,179.81,76429580,05/05/2025,"179,81",76.429.580
2025-05-05,Osento,449.45,6626000,05/05/2025,"449,45",6.626.000
2025-05-06,Capaccio,139.81,2781500,06/05/2025,"139,81",2.781.500
2025-05-06,Capacciotti,182.6,26821000,06/05/2025,"182,60",26.821.000
2025-05-06,Occhito,179.8,76349400,06/05/2025,"179,80",76.349.400
2025-05-06,Osento,449.45,6626000,06/05/2025,"449,45",6.626.000
2025-05-07,Capaccio,139.81,2781500,07/05/2025,"139,81",2.781.500
2025-05-07,Capacciotti,182.6,26821000,07/05/2025,"182,60",26.821.000
2025-05-07,Occhito,179.8,76349400,07/05/2025,"179,80",76.349.400
2025-05-07,Osento,449.45,6626000,07/05/2025,"449,45",6.626.000
2025-05-08,Capaccio,139.8,2770000,08/05/2025,"139,80",2.770.000
2025-05-08,Capacciotti,182.6,26821000,08/05/2025,"182,60",26.821.000
2025-05-08,Occhito,179.79,76269220,08/05/2025,"179,79",76.269.220
2025-05-08,Osento,449.45,6626000,08/05/2025,"449,45",6.626.000
2025-05-09,Capaccio,139.79,2758500,09/05/2025,"139,79",2.758.500
2025-05-09,Capacciotti,182.6,26821000,09/05/2025,"182,60",26.821.000
2025-05-09,Occhito,179.78,76189040,09/05/2025,"179,78",76.189.040
2025-05-09,Osento,449.45,6626000,09/05/2025,"449,45",6.626.000
2025-05-10,Capaccio,139.79,2758500,10/05/2025,"139,79",2.758.500
2025-05-10,Capacciotti,182.6,26821000,10/05/2025,"182,60",26.821.000
2025-05-10,Occhito,179.77,76108860,10/05/2025,"179,77",76.108.860
2025-05-10,Osento,449.45,6626000,10/05/2025,"449,45",6.626.000
2025-05-11,Capaccio,139.78,2747000,11/05/2025,"139,78",2.747.000
2025-05-11,Capacciotti,182.6,26821000,11/05/2025,"182,60",26.821.000
2025-05-11,Occhito,179.76,76028680,11/05/2025,"179,76",76.028.680
2025-05-11,Osento,449.45,6626000,11/05/2025,"449,45",6.626.000
2025-05-12,Capaccio,139.78,2747000,12/05/2025,"139,78",2.747.000
2025-05-12,Capacciotti,182.55,26716600,12/05/2025,"182,55",26.716.600
2025-05-12,Occhito,179.75,75948500,12/05/2025,"179,75",75.948.500
2025-05-12,Osento,449.45,6626000,12/05/2025,"449,45",6.626.000
2025-05-13,Capaccio,139.81,2781500,13/05/2025,"139,81",2.781.500
2025-05-13,Capacciotti,182.55,26716600,13/05/2025,"182,55",26.716.600
2025-05-13,Occhito,179.76,76028680,13/05/2025,"179,76",76.028.680
2025-05-13,Osento,449.5,6650000,13/05/2025,"449,50",6.650.000
2025-05-14,Capaccio,139.8,2770000,14/05/2025,"139,80",2.770.000
2025-05-14,Capacciotti,182.55,26716600,14/05/2025,"182,55",26.716.600
2025-05-14,Occhito,179.75,75948500,14/05/2025,"179,75",75.948.500
2025-05-14,Osento,449.5,6650000,14/05/2025,"449,50",6.650.000
2025-05-15,Capaccio,139.79,2758500,15/05/2025,"139,79",2.758.500
2025-05-15,Capacciotti,182.5,26612200,15/05/2025,"182,50",26.612.200
2025-05-15,Occhito,179.74,75868320,15/05/2025,"179,74",75.868.320
2025-05-15,Osento,449.5,6650000,15/05/2025,"449,50",6.650.000
2025-05-16,Capaccio,139.81,2781500,16/05/2025,"139,81",2.781.500
2025-05-16,Capacciotti,182.55,26716600,16/05/2025,"182,55",26.716.600
2025-05-16,Occhito,179.74,75868320,16/05/2025,"179,74",75.868.320
2025-05-16,Osento,449.6,6720000,16/05/2025,"449,60",6.720.000
2025-05-17,Capaccio,139.84,2816000,17/05/2025,"139,84",2.816.000
2025-05-17,Capacciotti,182.55,26716600,17/05/2025,"182,55",26.716.600
2025-05-17,Occhito,179.77,76108860,17/05/2025,"179,77",76.108.860
2025-05-17,Osento,449.6,6720000,17/05/2025,"449,60",6.720.000
2025-05-18,Capaccio,139.86,2839000,18/05/2025,"139,86",2.839.000
2025-05-18,Capacciotti,182.6,26821000,18/05/2025,"182,60",26.821.000
2025-05-18,Occhito,179.76,76028680,18/05/2025,"179,76",76.028.680
2025-05-18,Osento,449.6,6720000,18/05/2025,"449,60",6.720.000
2025-05-19,Capaccio,139.86,2839000,19/05/2025,"139,86",2.839.000
2025-05-19,Capacciotti,182.65,26925400,19/05/2025,"182,65",26.925.400
2025-05-19,Occhito,179.75,75948500,19/05/2025,"179,75",75.948.500
2025-05-19,Osento,449.6,6720000,19/05/2025,"449,60",6.720.000
2025-05-20,Capaccio,139.86,2839000,20/05/2025,"139,86",2.839.000
2025-05-20,Capacciotti,182.65,26925400,20/05/2025,"182,65",26.925.400
2025-05-20,Occhito,179.74,75868320,20/05/2025,"179,74",75.868.320
2025-05-20,Osento,449.6,6720000,20/05/2025,"449,60",6.720.000
2025-05-21,Capaccio,139.86,2839000,21/05/2025,"139,86",2.839.000
2025-05-21,Capacciotti,182.65,26925400,21/05/2025,"182,65",26.925.400
2025-05-21,Occhito,179.72,75707960,21/05/2025,"179,72",75.707.960
2025-05-21,Osento,449.6,6720000,21/05/2025,"449,60",6.720.000
2025-05-22,Capaccio,139.85,2827500,22/05/2025,"139,85",2.827.500
2025-05-22,Capacciotti,182.6,26821000,22/05/2025,"182,60",26.821.000
2025-05-22,Occhito,179.71,75627780,22/05/2025,"179,71",75.627.780
2025-05-22,Osento,449.6,6720000,22/05/2025,"449,60",6.720.000
2025-05-23,Capaccio,139.84,2816000,23/05/2025,"139,84",2.816.000
2025-05-23,Capacciotti,182.6,26821000,23/05/2025,"182,60",26.821.000
2025-05-23,Occhito,179.7,75547600,23/05/2025,"179,70",75.547.600
2025-05-23,Osento,449.6,6720000,23/05/2025,"449,60",6.720.000
2025-05-24,Capaccio,139.84,2816000,24/05/2025,"139,84",2.816.000
2025-05-24,Capacciotti,182.6,26821000,24/05/2025,"182,60",26.821.000
2025-05-24,Occhito,179.69,75467420,24/05/2025,"179,69",75.467.420
2025-05-24,Osento,449.6,6720000,24/05/2025,"449,60",6.720.000
2025-05-25,Capaccio,139.84,2816000,25/05/2025,"139,84",2.816.000
2025-05-25,Capacciotti,182.6,26821000,25/05/2025,"182,60",26.821.000
2025-05-25,Occhito,179.67,75307060,25/05/2025,"179,67",75.307.060
2025-05-25,Osento,449.6,6720000,25/05/2025,"449,60",6.720.000
2025-05-26,Capaccio,139.82,2793000,26/05/2025,"139,82",2.793.000
2025-05-26,Capacciotti,182.6,26821000,26/05/2025,"182,60",26.821.000
2025-05-26,Occhito,179.66,75226880,26/05/2025,"179,66",75.226.880
2025-05-26,Osento,449.6,6720000,26/05/2025,"449,60",6.720.000
2025-05-27,Capaccio,139.81,2781500,27/05/2025,"139,81",2.781.500
2025-05-27,Capacciotti,182.55,26716600,27/05/2025,"182,55",26.716.600
2025-05-27,Occhito,179.64,75066520,27/05/2025,"179,64",75.066.520
2025-05-27,Osento,449.6,6720000,27/05/2025,"449,60",6.720.000
2025-05-28,Capaccio,139.8,2770000,28/05/2025,"139,80",2.770.000
2025-05-28,Capacciotti,182.5,26612200,28/05/2025,"182,50",26.612.200
2025-05-28,Occhito,179.63,74986340,28/05/2025,"179,63",74.986.340
2025-05-28,Osento,449.6,6720000,28/05/2025,"449,60",6.720.000
2025-05-29,Capaccio,139.8,2770000,29/05/2025,"139,80",2.770.000
2025-05-29,Capacciotti,182.5,26612200,29/05/2025,"182,50",26.612.200
2025-05-29,Occhito,179.62,74906160,29/05/2025,"179,62",74.906.160
2025-05-29,Osento,449.6,6720000,29/05/2025,"449,60",6.720.000
2025-05-30,Capaccio,139.78,2747000,30/05/2025,"139,78",2.747.000
2025-05-30,Capacciotti,182.45,26507800,30/05/2025,"182,45",26.507.800
2025-05-30,Occhito,179.6,74745800,30/05/2025,"179,60",74.745.800
2025-05-30,Osento,449.6,6720000,30/05/2025,"449,60",6.720.000
2025-05-31,Capaccio,139.77,2735500,31/05/2025,"139,77",2.735.500
2025-05-31,Capacciotti,182.4,26403400,31/05/2025,"182,40",26.403.400
2025-05-31,Occhito,179.59,74665620,31/05/2025,"179,59",74.665.620
2025-05-31,Osento,449.6,6720000,31/05/2025,"449,60",6.720.000
2025-06-01,Capaccio,139.75,2712500,01/06/2025,"139,75",2.712.500
2025-06-01,Capacciotti,182.3,26194600,01/06/2025,"182,30",26.194.600
2025-06-01,Occhito,179.59,74665620,01/06/2025,"179,59",74.665.620
2025-06-01,Osento,449.6,6720000,01/06/2025,"449,60",6.720.000
2025-06-02,Capaccio,139.74,2701000,02/06/2025,"139,74",2.701.000
2025-06-02,Capacciotti,182.2,25985800,02/06/2025,"182,20",25.985.800
2025-06-02,Occhito,179.55,74344900,02/06/2025,"179,55",74.344.900
2025-06-02,Osento,449.6,6720000,02/06/2025,"449,60",6.720.000
2025-06-03,Capaccio,139.74,2701000,03/06/2025,"139,74",2.701.000
2025-06-03,Capacciotti,182.1,25777000,03/06/2025,"182,10",25.777.000
2025-06-03,Occhito,179.53,74184540,03/06/2025,"179,53",74.184.540
2025-06-03,Osento,449.6,6720000,03/06/2025,"449,60",6.720.000
2025-06-04,Capaccio,139.72,2678000,04/06/2025,"139,72",2.678.000
2025-06-04,Capacciotti,182.0,25568200,04/06/2025,"182,00",25.568.200
2025-06-04,Occhito,179.51,74024180,04/06/2025,"179,51",74.024.180
2025-06-04,Osento,449.6,6720000,04/06/2025,"449,60",6.720.000
2025-06-05,Capaccio,139.71,2666500,05/06/2025,"139,71",2.666.500
2025-06-05,Capacciotti,181.85,25283100,05/06/2025,"181,85",25.283.100
2025-06-05,Occhito,179.49,73863820,05/06/2025,"179,49",73.863.820
2025-06-05,Osento,449.6,6720000,05/06/2025,"449,60",6.720.000
2025-06-06,Capaccio,139.7,2655000,06/06/2025,"139,70",2.655.000
2025-06-06,Capacciotti,181.75,25092500,06/06/2025,"181,75",25.092.500
2025-06-06,Occhito,179.46,73623280,06/06/2025,"179,46",73.623.280
2025-06-06,Osento,449.6,6720000,06/06/2025,"449,60",6.720.000
2025-06-07,Capaccio,139.68,2632000,07/06/2025,"139,68",2.632.000
2025-06-07,Capacciotti,181.55,24711300,07/06/2025,"181,55",24.711.300
2025-06-07,Occhito,179.44,73462920,07/06/2025,"179,44",73.462.920
2025-06-07,Osento,449.6,6720000,07/06/2025,"449,60",6.720.000
2025-06-08,Capaccio,139.67,2620500,08/06/2025,"139,67",2.620.500
2025-06-08,Capacciotti,181.45,24520700,08/06/2025,"181,45",24.520.700
2025-06-08,Occhito,179.42,73302560,08/06/2025,"179,42",73.302.560
2025-06-08,Osento,449.6,6720000,08/06/2025,"449,60",6.720.000
2025-06-09,Capaccio,139.64,2586000,09/06/2025,"139,64",2.586.000
2025-06-09,Capacciotti,181.3,24234800,09/06/2025,"181,30",24.234.800
2025-06-09,Occhito,179.39,73062020,09/06/2025,"179,39",73.062.020
2025-06-09,Osento,449.6,6720000,09/06/2025,"449,60",6.720.000
2025-06-10,Capaccio,139.63,2574500,10/06/2025,"139,63",2.574.500
2025-06-10,Capacciotti,181.15,23948900,10/06/2025,"181,15",23.948.900
2025-06-10,Occhito,179.36,72821480,10/06/2025,"179,36",72.821.480
2025-06-10,Osento,449.6,6720000,10/06/2025,"449,60",6.720.000
2025-06-11,Capaccio,139.62,2563000,11/06/2025,"139,62",2.563.000
2025-06-11,Capacciotti,181.0,23663000,11/06/2025,"181,00",23.663.000
2025-06-11,Occhito,179.34,72661120,11/06/2025,"179,34",72.661.120
2025-06-11,Osento,449.6,6720000,11/06/2025,"449,60",6.720.000
2025-06-12,Capaccio,139.61,2551500,12/06/2025,"139,61",2.551.500
2025-06-12,Capacciotti,180.75,23187400,12/06/2025,"180,75",23.187.400
2025-06-12,Occhito,179.31,72420580,12/06/2025,"179,31",72.420.580
2025-06-12,Osento,449.6,6720000,12/06/2025,"449,60",6.720.000
2025-06-13,Capaccio,139.6,2540000,13/06/2025,"139,60",2.540.000
2025-06-13,Capacciotti,180.55,22806200,13/06/2025,"180,55",22.806.200
2025-06-13,Occhito,179.29,72260220,13/06/2025,"179,29",72.260.220
2025-06-13,Osento,449.6,6720000,13/06/2025,"449,60",6.720.000
2025-06-14,Capaccio,139.58,2517000,14/06/2025,"139,58",2.517.000
2025-06-14,Capacciotti,180.35,22425000,14/06/2025,"180,35",22.425.000
2025-06-14,Occhito,179.27,72099860,14/06/2025,"179,27",72.099.860
2025-06-14,Osento,449.6,6720000,14/06/2025,"449,60",6.720.000
2025-06-15,Capaccio,139.57,2505500,15/06/2025,"139,57",2.505.500
2025-06-15,Capacciotti,180.1,21948500,15/06/2025,"180,10",21.948.500
2025-06-15,Occhito,179.24,71859320,15/06/2025,"179,24",71.859.320
2025-06-15,Osento,449.6,6720000,15/06/2025,"449,60",6.720.000
2025-06-16,Capaccio,139.54,2471000,16/06/2025,"139,54",2.471.000
2025-06-16,Capacciotti,179.9,21583800,16/06/2025,"179,90",21.583.800
2025-06-16,Occhito,179.21,71618780,16/06/2025,"179,21",71.618.780
2025-06-16,Osento,449.6,6720000,16/06/2025,"449,60",6.720.000
2025-06-17,Capaccio,139.53,2459500,17/06/2025,"139,53",2.459.500
2025-06-17,Capacciotti,179.7,21237000,17/06/2025,"179,70",21.237.000
2025-06-17,Occhito,179.19,71458420,17/06/2025,"179,19",71.458.420
2025-06-17,Osento,449.6,6720000,17/06/2025,"449,60",6.720.000
2025-06-18,Capaccio,139.52,2448000,18/06/2025,"139,52",2.448.000
2025-06-18,Capacciotti,179.6,21063600,18/06/2025,"179,60",21.063.600
2025-06-18,Occhito,179.23,71779140,18/06/2025,"179,23",71.779.140
2025-06-18,Osento,449.6,6720000,18/06/2025,"449,60",6.720.000
2025-06-19,Capaccio,139.51,2436500,19/06/2025,"139,51",2.436.500
2025-06-19,Capacciotti,179.5,20890200,19/06/2025,"179,50",20.890.200
2025-06-19,Occhito,179.23,71779140,19/06/2025,"179,23",71.779.140
2025-06-19,Osento,449.6,6720000,19/06/2025,"449,60",6.720.000
2025-06-20,Capaccio,139.5,2425000,20/06/2025,"139,50",2.425.000
2025-06-20,Capacciotti,179.35,20630100,20/06/2025,"179,35",20.630.100
2025-06-20,Occhito,179.21,71618780,20/06/2025,"179,21",71.618.780
2025-06-20,Osento,449.6,6720000,20/06/2025,"449,60",6.720.000
2025-06-21,Capaccio,139.48,2402000,21/06/2025,"139,48",2.402.000
2025-06-21,Capacciotti,179.2,20370000,21/06/2025,"179,20",20.370.000
2025-06-21,Occhito,179.19,71458420,21/06/2025,"179,19",71.458.420
2025-06-21,Osento,449.6,6720000,21/06/2025,"449,60",6.720.000
2025-06-22,Capaccio,139.46,2379000,22/06/2025,"139,46",2.379.000
2025-06-22,Capacciotti,179.0,20023200,22/06/2025,"179,00",20.023.200
2025-06-22,Occhito,179.17,71298060,22/06/2025,"179,17",71.298.060
2025-06-22,Osento,449.6,6720000,22/06/2025,"449,60",6.720.000
2025-06-23,Capaccio,139.45,2367500,23/06/2025,"139,45",2.367.500
2025-06-23,Capacciotti,178.8,19675600,23/06/2025,"178,80",19.675.600
2025-06-23,Occhito,179.14,71057520,23/06/2025,"179,14",71.057.520
2025-06-23,Osento,449.6,6720000,23/06/2025,"449,60",6.720.000
2025-06-24,Capaccio,139.43,2344500,24/06/2025,"139,43",2.344.500
2025-06-24,Capacciotti,178.65,19415500,24/06/2025,"178,65",19.415.500
2025-06-24,Occhito,179.11,70816980,24/06/2025,"179,11",70.816.980
2025-06-24,Osento,449.6,6720000,24/06/2025,"449,60",6.720.000
2025-06-25,Capaccio,139.41,2321500,25/06/2025,"139,41",2.321.500
2025-06-25,Capacciotti,178.5,19155400,25/06/2025,"178,50",19.155.400
2025-06-25,Occhito,179.09,70656620,25/06/2025,"179,09",70.656.620
2025-06-25,Osento,449.6,6720000,25/06/2025,"449,60",6.720.000
2025-06-26,Capaccio,139.39,2298500,26/06/2025,"139,39",2.298.500
2025-06-26,Capacciotti,178.3,18808600,26/06/2025,"178,30",18.808.600
2025-06-26,Occhito,179.06,70416080,26/06/2025,"179,06",70.416.080
2025-06-26,Osento,449.6,6720000,26/06/2025,"449,60",6.720.000
2025-06-27,Capaccio,139.37,2275500,27/06/2025,"139,37",2.275.500
2025-06-27,Capacciotti,178.1,18461800,27/06/2025,"178,10",18.461.800
2025-06-27,Occhito,179.04,70255720,27/06/2025,"179,04",70.255.720
2025-06-27,Osento,449.6,6720000,27/06/2025,"449,60",6.720.000
2025-06-28,Capaccio,139.36,2264000,28/06/2025,"139,36",2.264.000
2025-06-28,Capacciotti,177.9,18134600,28/06/2025,"177,90",18.134.600
2025-06-28,Occhito,179.02,70095360,28/06/2025,"179,02",70.095.360
2025-06-28,Osento,449.6,6720000,28/06/2025,"449,60",6.720.000
2025-06-29,Capaccio,139.33,2229500,29/06/2025,"139,33",2.229.500
